#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Started Offset,Host Connected,End of File
89,03-07-2025 03:03:12,2.85,90.50,1.45,,,,
90,03-07-2025 03:13:12,2.97,90.84,1.62,,,,
91,03-07-2025 03:23:12,3.12,90.37,1.70,,,,
92,03-07-2025 03:33:12,3.20,89.30,1.62,,,,
93,03-07-2025 03:43:12,3.06,89.69,1.54,,,,
94,03-07-2025 03:53:12,3.20,89.86,1.70,,,,
95,03-07-2025 04:03:12,3.45,89.29,1.86,,,,
96,03-07-2025 04:13:12,3.26,89.39,1.68,,,,
97,03-07-2025 04:23:12,3.26,90.32,1.83,,,,
98,03-07-2025 04:33:12,3.34,90.36,1.92,,,,
99,03-07-2025 04:43:12,3.31,90.16,1.85,,,,
100,03-07-2025 04:53:12,3.24,90.89,1.89,,,,
101,03-07-2025 05:03:12,3.26,91.15,1.95,,,,
102,03-07-2025 05:13:12,3.40,91.23,2.11,,,,
103,03-07-2025 05:23:12,3.48,90.64,2.10,,,,
104,03-07-2025 05:33:12,3.62,90.74,2.25,,,,
105,03-07-2025 05:43:12,3.69,90.55,2.29,,,,
106,03-07-2025 05:53:12,3.72,90.07,2.24,,,,
107,03-07-2025 06:03:12,3.83,90.12,2.36,,,,
108,03-07-2025 06:13:12,3.92,90.18,2.46,,,,
109,03-07-2025 06:23:12,4.01,89.95,2.51,,,,
110,03-07-2025 06:33:12,4.09,89.81,2.58,,,,
111,03-07-2025 06:43:12,4.19,90.02,2.70,,,,
112,03-07-2025 06:53:12,4.37,89.47,2.80,,,,
113,03-07-2025 07:03:12,4.47,89.98,2.97,,,,
114,03-07-2025 07:13:12,4.63,89.47,3.05,,,,
115,03-07-2025 07:23:12,4.78,88.74,3.08,,,,
116,03-07-2025 07:33:12,4.97,88.36,3.21,,,,
117,03-07-2025 07:43:12,5.00,88.47,3.25,,,,
118,03-07-2025 07:53:12,5.19,87.70,3.32,,,,
119,03-07-2025 08:03:12,5.42,86.42,3.34,,,,
120,03-07-2025 08:13:12,5.67,86.49,3.60,,,,
121,03-07-2025 08:23:12,5.90,85.22,3.61,,,,
122,03-07-2025 08:33:12,5.96,83.73,3.42,,,,
123,03-07-2025 08:43:12,6.04,83.64,3.48,,,,
124,03-07-2025 08:53:12,6.24,83.33,3.63,,,,
125,03-07-2025 09:03:12,6.38,82.80,3.67,,,,
126,03-07-2025 09:13:12,6.36,83.25,3.73,,,,
127,03-07-2025 09:23:12,6.82,83.33,4.20,,,,
128,03-07-2025 09:33:12,7.07,81.10,4.05,,,,
129,03-07-2025 09:43:12,7.16,80.83,4.10,,,,
130,03-07-2025 09:53:12,7.44,80.61,4.33,,,,
131,03-07-2025 10:03:12,7.34,79.46,4.03,,,,
132,03-07-2025 10:13:12,7.46,80.91,4.41,,,,
133,03-07-2025 10:23:12,7.69,78.92,4.27,,,,
134,03-07-2025 10:33:12,7.76,80.38,4.60,,,,
135,03-07-2025 10:43:12,7.74,78.35,4.22,,,,
136,03-07-2025 10:53:12,7.68,79.37,4.34,,,,
137,03-07-2025 11:03:12,7.67,78.52,4.18,,,,
138,03-07-2025 11:13:12,7.87,79.41,4.54,,,,
139,03-07-2025 11:23:12,7.86,78.24,4.31,,,,
140,03-07-2025 11:33:12,7.65,78.06,4.08,,,,
141,03-07-2025 11:43:12,7.74,77.49,4.06,,,,
142,03-07-2025 11:53:12,7.87,79.70,4.59,,,,
143,03-07-2025 12:03:12,8.28,77.34,4.55,,,,
144,03-07-2025 12:13:12,8.24,76.55,4.38,,,,
145,03-07-2025 12:23:12,8.36,77.44,4.66,,,,
146,03-07-2025 12:33:12,8.47,77.66,4.80,,,,
147,03-07-2025 12:43:12,8.56,75.96,4.57,,,,
148,03-07-2025 12:53:12,8.95,76.07,4.97,,,,
149,03-07-2025 13:03:12,8.62,76.00,4.64,,,,
150,03-07-2025 13:13:12,8.43,75.93,4.44,,,,
151,03-07-2025 13:23:12,8.63,76.95,4.83,,,,
152,03-07-2025 13:33:12,8.68,76.70,4.83,,,,
153,03-07-2025 13:43:12,9.18,74.73,4.94,,,,
154,03-07-2025 13:53:12,9.35,72.79,4.73,,,,
155,03-07-2025 14:03:12,9.16,75.13,4.99,,,,
156,03-07-2025 14:13:12,9.20,74.59,4.93,,,,
157,03-07-2025 14:23:12,9.37,73.83,4.95,,,,
158,03-07-2025 14:33:12,8.98,74.18,4.64,,,,
159,03-07-2025 14:43:12,8.83,75.27,4.71,,,,
160,03-07-2025 14:53:12,8.66,74.92,4.48,,,,
161,03-07-2025 15:03:12,8.59,75.85,4.58,,,,
162,03-07-2025 15:13:12,8.41,75.90,4.41,,,,
163,03-07-2025 15:23:12,8.12,76.46,4.24,,,,
164,03-07-2025 15:33:12,7.88,76.99,4.10,,,,
165,03-07-2025 15:43:12,7.82,77.81,4.19,,,,
166,03-07-2025 15:53:12,7.79,77.72,4.16,,,,
167,03-07-2025 16:03:12,7.75,76.85,3.95,,,,
168,03-07-2025 16:13:12,7.82,78.76,4.37,,,,
169,03-07-2025 16:23:12,7.79,78.23,4.25,,,,
170,03-07-2025 16:33:12,7.71,78.49,4.21,,,,
171,03-07-2025 16:43:12,7.63,78.43,4.13,,,,
172,03-07-2025 16:53:12,7.55,78.29,4.02,,,,
173,03-07-2025 17:03:12,7.46,78.21,3.92,,,,
174,03-07-2025 17:13:12,7.47,79.05,4.08,,,,
175,03-07-2025 17:23:12,7.39,78.58,3.92,,,,
176,03-07-2025 17:33:12,7.32,78.92,3.92,,,,
177,03-07-2025 17:43:12,7.28,79.49,3.98,,,,
178,03-07-2025 17:53:12,7.27,78.39,3.77,,,,
179,03-07-2025 18:03:12,7.19,78.15,3.65,,,,
180,03-07-2025 18:13:12,7.14,79.39,3.82,,,,
181,03-07-2025 18:23:12,7.01,79.48,3.71,,,,
182,03-07-2025 18:33:12,6.99,79.43,3.68,,,,
183,03-07-2025 18:43:12,6.96,78.76,3.53,,,,
184,03-07-2025 18:53:12,6.94,79.29,3.61,,,,
185,03-07-2025 19:03:12,6.91,78.75,3.49,,,,
186,03-07-2025 19:13:12,6.85,78.63,3.40,,,,
187,03-07-2025 19:23:12,6.83,79.71,3.58,,,,
188,03-07-2025 19:33:12,6.75,86.00,4.58,,,,
189,03-07-2025 19:43:12,6.54,89.37,4.92,,,,
190,03-07-2025 19:53:12,6.42,89.96,4.90,,,,
191,03-07-2025 20:03:12,6.36,89.54,4.77,,,,
192,03-07-2025 20:13:12,6.37,88.96,4.69,,,,
193,03-07-2025 20:23:12,6.45,88.98,4.78,,,,
194,03-07-2025 20:33:12,6.57,88.30,4.78,,,,
195,03-07-2025 20:43:12,6.70,87.83,4.83,,,,
196,03-07-2025 20:53:12,6.74,87.06,4.75,,,,
197,03-07-2025 21:03:12,6.81,87.21,4.84,,,,
198,03-07-2025 21:13:12,6.76,86.40,4.66,,,,
199,03-07-2025 21:23:12,6.78,85.34,4.49,,,,
200,03-07-2025 21:33:12,6.75,82.64,4.02,,,,
201,03-07-2025 21:43:12,6.70,80.12,3.52,,,,
202,03-07-2025 21:53:12,6.65,79.08,3.29,,,,
203,03-07-2025 22:03:12,6.70,81.41,3.75,,,,
204,03-07-2025 22:13:12,6.56,82.35,3.78,,,,
205,03-07-2025 22:23:12,6.54,83.57,3.96,,,,
206,03-07-2025 22:33:12,6.51,83.15,3.86,,,,
207,03-07-2025 22:43:12,6.61,82.95,3.93,,,,
208,03-07-2025 22:53:12,6.51,82.98,3.83,,,,
209,03-07-2025 23:03:12,6.51,82.20,3.70,,,,
210,03-07-2025 23:13:12,6.54,82.04,3.70,,,,
211,03-07-2025 23:23:12,6.56,86.29,4.44,,,,
212,03-07-2025 23:33:12,6.38,92.32,5.23,,,,
213,03-07-2025 23:43:12,6.20,93.46,5.23,,,,
214,03-07-2025 23:53:12,6.11,94.08,5.23,,,,
215,03-08-2025 00:03:12,6.05,94.69,5.26,,,,
216,03-08-2025 00:13:12,5.99,95.09,5.27,,,,
217,03-08-2025 00:23:12,5.96,95.30,5.27,,,,
218,03-08-2025 00:33:12,5.91,95.45,5.24,,,,
219,03-08-2025 00:43:12,5.90,95.61,5.25,,,,
220,03-08-2025 00:53:12,5.91,95.74,5.28,,,,
221,03-08-2025 01:03:12,5.91,95.91,5.31,,,,
222,03-08-2025 01:13:12,5.87,95.98,5.29,,,,
223,03-08-2025 01:23:12,5.83,96.00,5.25,,,,
224,03-08-2025 01:33:12,5.84,96.14,5.28,,,,
225,03-08-2025 01:43:12,5.79,96.15,5.23,,,,
226,03-08-2025 01:53:12,5.76,96.18,5.20,,,,
227,03-08-2025 02:03:12,5.77,96.29,5.23,,,,
228,03-08-2025 02:13:12,5.79,96.39,5.26,,,,
229,03-08-2025 02:23:12,5.82,96.46,5.31,,,,
230,03-08-2025 02:33:12,5.80,96.47,5.29,,,,
231,03-08-2025 02:43:12,5.77,96.50,5.26,,,,
232,03-08-2025 02:53:12,5.76,96.50,5.25,,,,
233,03-08-2025 03:03:12,5.74,96.60,5.24,,,,
234,03-08-2025 03:13:12,5.78,96.66,5.29,,,,
235,03-08-2025 03:23:12,5.74,96.68,5.25,,,,
236,03-08-2025 03:33:12,5.72,96.71,5.25,,,,
237,03-08-2025 03:43:12,5.69,96.74,5.22,,,,
238,03-08-2025 03:53:12,5.69,96.75,5.22,,,,
239,03-08-2025 04:03:12,5.71,96.84,5.25,,,,
240,03-08-2025 04:13:12,5.68,96.85,5.22,,,,
241,03-08-2025 04:23:12,5.69,96.89,5.24,,,,
242,03-08-2025 04:33:12,5.69,96.93,5.25,,,,
243,03-08-2025 04:43:12,5.70,96.92,5.26,,,,
244,03-08-2025 04:53:12,5.66,96.94,5.22,,,,
245,03-08-2025 05:03:12,5.64,96.93,5.19,,,,
246,03-08-2025 05:13:12,5.60,96.93,5.15,,,,
247,03-08-2025 05:23:12,5.56,96.97,5.12,,,,
248,03-08-2025 05:33:12,5.49,96.95,5.05,,,,
249,03-08-2025 05:43:12,5.45,96.97,5.01,,,,
250,03-08-2025 05:53:12,5.35,96.94,4.91,,,,
251,03-08-2025 06:03:12,5.32,96.99,4.88,,,,
252,03-08-2025 06:13:12,5.27,96.99,4.84,,,,
253,03-08-2025 06:23:12,5.21,97.04,4.78,,,,
254,03-08-2025 06:33:12,5.16,97.05,4.73,,,,
255,03-08-2025 06:43:12,5.13,97.08,4.71,,,,
256,03-08-2025 06:53:12,5.10,97.05,4.68,,,,
257,03-08-2025 07:03:12,5.08,97.14,4.67,,,,
258,03-08-2025 07:13:12,5.08,97.19,4.68,,,,
259,03-08-2025 07:23:12,5.11,97.26,4.72,,,,
260,03-08-2025 07:33:12,5.16,97.34,4.77,,,,
261,03-08-2025 07:43:12,5.18,97.39,4.80,,,,
262,03-08-2025 07:53:12,5.26,97.48,4.90,,,,
263,03-08-2025 08:03:12,5.36,97.53,5.00,,,,
264,03-08-2025 08:13:12,5.36,97.47,5.00,,,,
265,03-08-2025 08:23:12,5.37,97.45,5.00,,,,
266,03-08-2025 08:33:12,5.36,97.40,4.98,,,,
267,03-08-2025 08:43:12,5.39,97.58,5.04,,,,
268,03-08-2025 08:53:12,5.43,97.62,5.09,,,,
269,03-08-2025 09:03:12,5.50,97.59,5.15,,,,
270,03-08-2025 09:13:12,5.47,97.51,5.11,,,,
271,03-08-2025 09:23:12,5.57,97.70,5.24,,,,
272,03-08-2025 09:33:12,5.74,97.75,5.41,,,,
273,03-08-2025 09:43:12,5.87,97.86,5.57,,,,
274,03-08-2025 09:53:12,5.93,97.77,5.61,,,,
275,03-08-2025 10:03:12,6.02,97.81,5.71,,,,
276,03-08-2025 10:13:12,5.97,97.74,5.64,,,,
277,03-08-2025 10:23:12,6.05,97.81,5.73,,,,
278,03-08-2025 10:33:12,6.19,97.81,5.87,,,,
279,03-08-2025 10:43:12,6.27,97.90,5.97,,,,
280,03-08-2025 10:53:12,6.42,97.96,6.13,,,,
281,03-08-2025 11:03:12,6.52,97.93,6.22,,,,
282,03-08-2025 11:13:12,6.57,97.85,6.26,,,,
283,03-08-2025 11:23:12,6.67,97.93,6.37,,,,
284,03-08-2025 11:33:12,6.52,97.74,6.19,,,,
285,03-08-2025 11:43:12,6.46,97.67,6.13,,,,
286,03-08-2025 11:53:12,6.26,97.43,5.89,,,,
287,03-08-2025 12:03:12,6.34,97.83,6.02,,,,
288,03-08-2025 12:13:12,6.48,97.86,6.17,,,,
289,03-08-2025 12:23:12,6.49,97.86,6.18,,,,
290,03-08-2025 12:33:12,6.54,97.94,6.24,,,,
291,03-08-2025 12:43:12,6.55,97.83,6.24,,,,
292,03-08-2025 12:53:12,6.63,97.87,6.32,,,,
293,03-08-2025 13:03:12,6.73,97.99,6.44,,,,
294,03-08-2025 13:13:12,6.79,98.08,6.51,,,,
295,03-08-2025 13:23:12,6.78,97.86,6.47,,,,
296,03-08-2025 13:33:12,6.78,97.87,6.47,,,,
297,03-08-2025 13:43:12,6.75,97.96,6.46,,,,
298,03-08-2025 13:53:12,6.80,97.89,6.49,,,,
299,03-08-2025 14:03:12,6.72,97.80,6.40,,,,
300,03-08-2025 14:13:12,6.83,97.91,6.53,,,,
301,03-08-2025 14:23:12,6.87,97.97,6.58,,,,
302,03-08-2025 14:33:12,6.90,97.84,6.59,,,,
303,03-08-2025 14:43:12,6.93,97.97,6.63,,,,
304,03-08-2025 14:53:12,6.94,97.90,6.63,,,,
305,03-08-2025 15:03:12,7.09,98.07,6.81,,,,
306,03-08-2025 15:13:12,7.08,97.94,6.78,,,,
307,03-08-2025 15:23:12,7.14,98.02,6.86,,,,
308,03-08-2025 15:33:12,7.15,98.03,6.87,,,,
309,03-08-2025 15:43:12,7.28,98.11,7.01,,,,
310,03-08-2025 15:53:12,7.28,98.03,7.00,,,,
311,03-08-2025 16:03:12,7.33,98.01,7.05,,,,
312,03-08-2025 16:13:12,7.32,97.99,7.03,,,,
313,03-08-2025 16:23:12,7.35,98.00,7.07,,,,
314,03-08-2025 16:33:12,7.38,97.99,7.09,,,,
315,03-08-2025 16:43:12,7.43,98.03,7.15,,,,
316,03-08-2025 16:53:12,7.47,98.04,7.19,,,,
317,03-08-2025 17:03:12,7.47,98.00,7.18,,,,
318,03-08-2025 17:13:12,7.48,98.04,7.20,,,,
319,03-08-2025 17:23:12,7.49,98.00,7.21,,,,
320,03-08-2025 17:33:12,7.55,98.03,7.26,,,,
321,03-08-2025 17:43:12,7.55,98.04,7.27,,,,
322,03-08-2025 17:53:12,7.54,97.98,7.25,,,,
323,03-08-2025 18:03:12,7.53,97.98,7.23,,,,
324,03-08-2025 18:13:12,7.55,97.98,7.26,,,,
325,03-08-2025 18:23:12,7.49,97.98,7.20,,,,
326,03-08-2025 18:33:12,7.47,98.02,7.19,,,,
327,03-08-2025 18:43:12,7.54,98.08,7.26,,,,
328,03-08-2025 18:53:12,7.53,98.04,7.24,,,,
329,03-08-2025 19:03:12,7.50,98.01,7.22,,,,
330,03-08-2025 19:13:12,7.50,98.03,7.22,,,,
331,03-08-2025 19:23:12,7.54,98.09,7.26,,,,
332,03-08-2025 19:33:12,7.68,98.15,7.41,,,,
333,03-08-2025 19:43:12,7.78,98.18,7.52,,,,
334,03-08-2025 19:53:12,7.91,98.15,7.65,,,,
335,03-08-2025 20:03:12,8.00,98.20,7.74,,,,
336,03-08-2025 20:13:12,8.15,98.18,7.89,,,,
337,03-08-2025 20:23:12,8.21,98.08,7.94,,,,
338,03-08-2025 20:33:12,8.23,98.06,7.95,,,,
339,03-08-2025 20:43:12,8.29,98.03,8.00,,,,
340,03-08-2025 20:53:12,8.30,98.06,8.02,,,,
341,03-08-2025 21:03:12,8.41,98.03,8.12,,,,
342,03-08-2025 21:13:12,8.46,97.97,8.16,,,,
343,03-08-2025 21:23:12,8.36,97.88,8.06,,,,
344,03-08-2025 21:33:12,8.38,97.92,8.08,,,,
345,03-08-2025 21:43:12,8.41,97.85,8.09,,,,
346,03-08-2025 21:53:12,8.41,97.85,8.09,,,,
347,03-08-2025 22:03:12,8.39,97.81,8.08,,,,
348,03-08-2025 22:13:12,8.38,97.80,8.06,,,,
349,03-08-2025 22:23:12,8.39,97.81,8.08,,,,
350,03-08-2025 22:33:12,8.37,97.76,8.05,,,,
351,03-08-2025 22:43:12,8.35,97.73,8.02,,,,
352,03-08-2025 22:53:12,8.36,97.75,8.04,,,,
353,03-08-2025 23:03:12,8.37,97.69,8.04,,,,
354,03-08-2025 23:13:12,8.35,97.65,8.01,,,,
355,03-08-2025 23:23:12,8.30,97.71,7.97,,,,
356,03-08-2025 23:33:12,8.33,97.62,7.98,,,,
357,03-08-2025 23:43:12,8.33,97.58,7.98,,,,
358,03-08-2025 23:53:12,8.34,97.51,7.98,,,,
359,03-09-2025 00:03:12,8.29,97.55,7.93,,,,
360,03-09-2025 00:13:12,8.18,97.64,7.84,,,,
361,03-09-2025 00:23:12,8.07,97.63,7.73,,,,
362,03-09-2025 00:33:12,8.09,97.57,7.74,,,,
363,03-09-2025 00:43:12,8.04,97.53,7.68,,,,
364,03-09-2025 00:53:12,8.07,97.46,7.70,,,,
365,03-09-2025 01:03:12,8.02,97.40,7.64,,,,
366,03-09-2025 01:13:12,7.96,97.46,7.59,,,,
367,03-09-2025 01:23:12,7.98,97.31,7.58,,,,
368,03-09-2025 01:33:12,8.06,97.18,7.65,,,,
369,03-09-2025 01:43:12,8.12,97.06,7.69,,,,
370,03-09-2025 01:53:12,8.05,97.09,7.63,,,,
371,03-09-2025 03:03:12,8.13,96.99,7.69,,,,
372,03-09-2025 03:13:12,8.06,96.97,7.62,,,,
373,03-09-2025 03:23:12,8.06,97.01,7.62,,,,
374,03-09-2025 03:33:12,8.03,96.99,7.59,,,,
375,03-09-2025 03:43:12,8.05,96.98,7.61,,,,
376,03-09-2025 03:53:12,7.97,97.11,7.54,,,,
377,03-09-2025 04:03:12,8.01,97.10,7.58,,,,
378,03-09-2025 04:13:12,7.94,97.14,7.53,,,,
379,03-09-2025 04:23:12,7.99,97.10,7.56,,,,
380,03-09-2025 04:33:12,7.98,97.16,7.56,,,,
381,03-09-2025 04:43:12,7.99,97.17,7.57,,,,
382,03-09-2025 04:53:12,8.07,97.15,7.66,,,,
383,03-09-2025 05:03:12,8.04,97.21,7.63,,,,
384,03-09-2025 05:13:12,7.96,97.27,7.56,,,,
385,03-09-2025 05:23:12,8.03,97.35,7.64,,,,
386,03-09-2025 05:33:12,8.08,97.28,7.69,,,,
387,03-09-2025 05:43:12,8.15,97.30,7.75,,,,
388,03-09-2025 05:53:12,8.23,97.25,7.83,,,,
389,03-09-2025 06:03:12,8.21,97.31,7.82,,,,
390,03-09-2025 06:13:12,8.18,97.37,7.80,,,,
391,03-09-2025 06:23:12,8.23,97.33,7.84,,,,
392,03-09-2025 06:33:12,8.12,97.31,7.72,,,,
393,03-09-2025 06:43:12,8.05,97.33,7.66,,,,
394,03-09-2025 06:53:12,7.56,97.36,7.17,,,,
395,03-09-2025 07:03:12,7.34,97.63,7.00,,,,
396,03-09-2025 07:13:12,7.25,97.82,6.93,,,,
397,03-09-2025 07:23:12,7.19,97.94,6.90,,,,
398,03-09-2025 07:33:12,7.17,97.99,6.88,,,,
399,03-09-2025 07:43:12,7.15,98.02,6.87,,,,
400,03-09-2025 07:53:12,7.12,98.05,6.84,,,,
401,03-09-2025 08:03:12,7.08,98.08,6.80,,,,
402,03-09-2025 08:13:12,7.10,98.09,6.82,,,,
403,03-09-2025 08:23:12,7.09,98.15,6.82,,,,
404,03-09-2025 08:33:12,7.11,98.17,6.84,,,,
405,03-09-2025 08:43:12,7.12,98.21,6.86,,,,
406,03-09-2025 08:53:12,7.11,98.23,6.85,,,,
407,03-09-2025 09:03:12,7.15,98.27,6.90,,,,
408,03-09-2025 09:13:12,7.18,98.25,6.93,,,,
409,03-09-2025 09:23:12,7.20,98.33,6.97,,,,
410,03-09-2025 09:33:12,7.22,98.32,6.97,,,,
411,03-09-2025 09:43:12,7.24,98.31,7.00,,,,
412,03-09-2025 09:53:12,7.29,98.36,7.06,,,,
413,03-09-2025 10:03:12,7.41,98.52,7.20,,,,
414,03-09-2025 10:13:12,7.50,98.52,7.29,,,,
415,03-09-2025 10:23:12,7.49,98.42,7.27,,,,
416,03-09-2025 10:33:12,7.55,98.41,7.32,,,,
417,03-09-2025 10:43:12,7.64,98.47,7.43,,,,
418,03-09-2025 10:53:12,7.68,98.43,7.45,,,,
419,03-09-2025 11:03:12,7.75,98.54,7.54,,,,
420,03-09-2025 11:13:12,7.84,98.59,7.64,,,,
421,03-09-2025 11:23:12,7.82,98.49,7.60,,,,
422,03-09-2025 11:33:12,7.76,98.30,7.52,,,,
423,03-09-2025 11:43:12,7.78,98.46,7.56,,,,
424,03-09-2025 11:53:12,7.74,98.43,7.52,,,,
425,03-09-2025 12:03:12,7.78,98.52,7.57,,,,
426,03-09-2025 12:13:12,7.79,98.58,7.59,,,,
427,03-09-2025 12:23:12,7.72,98.43,7.49,,,,
428,03-09-2025 12:33:12,7.47,98.18,7.21,,,,
429,03-09-2025 12:43:12,7.33,98.39,7.10,,,,
430,03-09-2025 12:53:12,7.17,98.25,6.92,,,,
431,03-09-2025 13:03:12,6.94,98.27,6.69,,,,
432,03-09-2025 13:13:12,6.90,98.33,6.66,,,,
433,03-09-2025 13:23:12,6.84,98.35,6.60,,,,
434,03-09-2025 13:33:12,6.99,98.52,6.78,,,,
435,03-09-2025 13:43:12,7.33,98.76,7.16,,,,
436,03-09-2025 13:53:12,7.42,98.79,7.25,,,,
437,03-09-2025 14:03:12,7.76,98.90,7.61,,,,
438,03-09-2025 14:13:12,7.83,98.80,7.66,,,,
439,03-09-2025 14:23:12,7.77,98.82,7.61,,,,
440,03-09-2025 14:33:12,7.96,98.77,7.78,,,,
441,03-09-2025 14:43:12,7.82,98.58,7.61,,,,
442,03-09-2025 14:53:12,7.78,98.52,7.57,,,,
443,03-09-2025 15:03:12,7.63,98.43,7.41,,,,
444,03-09-2025 15:13:12,7.55,98.43,7.32,,,,
445,03-09-2025 15:23:12,7.44,98.38,7.21,,,,
446,03-09-2025 15:33:12,7.35,98.40,7.13,,,,
447,03-09-2025 15:43:12,7.23,98.27,6.98,,,,
