tree_ID,bloc,treatment,genus,species,Note,248_1,248_2,248_3,248_percent,255_1,255_2,255_3,255_percent,262_1,262_2,262_3,262_percent,269_1,269_2,269_3,269_percent,276_1,276_2,276_3,276_percent,283_1,283_2,283_3,283_percent,290_1,290_2,290_3,290_percent,297_1,297_2,297_3,297_percent,304_1,304_2,304_3,304_percent,311_1,311_2,311_3,311_percent,318_1,318_2,318_3,318_percent
Bepa_WarmS/CoolF_B2_R10,2,WarmS/CoolF,betula,betula_papyrifera,doy269: last percentage wrong?; doy297: last leaves fell,20.8,7.8,8.8,40,23.4,10.5,4.1,40,6.8,3.3,4,30,14.2,2.3,11,30,39.3,7.9,6.3,30,35.3,3.3,24.4,20,25.4,6,28.4,10,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/CoolF_B3_R11,3,WarmS/CoolF,betula,betula_papyrifera,doy276: last leaves fell,30.9,13.7,10.9,90,28.2,15.8,10.1,70,13.6,25.8,8.5,60,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/CoolF_B3_R12,3,WarmS/CoolF,betula,betula_papyrifera,doy297: no green leaves; doy311: last leaves fell,13.2,6.3,11.1,60,12.6,9.9,8.8,60,5.9,2.4,15.1,60,12.9,3.9,1.4,20,24.3,20.5,19.8,20,34.3,24.6,4,20,12.6,3.4,16.8,10,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/CoolF_B3_R13,3,WarmS/CoolF,betula,betula_papyrifera,doy297: last leaves fell,12.2,5.4,3.1,70,10.2,5.3,4.3,50,1.9,9.3,7.1,50,5.4,4.5,9,50,20.7,9.7,12.5,50,27.3,8.5,0.2,20,1.7,1.6,3.7,5,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/CoolF_B3_R14,3,WarmS/CoolF,betula,betula_papyrifera,doy255: doy248 measurement percent wrong; doy297: no green leaves; doy311: last leaves fell,12,7.3,4.9,19.2,8.6,14.1,13.9,50,10.5,3,2.9,40,10.3,1.2,5.8,30,25.5,21.1,2.3,30,20.7,3.9,10.7,20,29.2,4.8,7.9,10,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/CoolF_B3_R15,3,WarmS/CoolF,betula,betula_papyrifera,doy290: last leaves fell; doy311: last leaves fell,5.2,5.8,11.6,80,14,10,4.2,80,16.5,2.7,17.9,60,12.5,3.9,1,60,31.4,21.9,21.1,30,4.8,7.3,4.3,5,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R1,1,WarmS/WarmF,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,4.3,8.3,4.1,80,6,3.4,3.1,80,2.2,5.6,2.4,60,4.4,1.9,1.9,50,15.9,4.7,3.4,50,11.1,5,14.9,30,13,3.7,9.2,20,8.2,2.4,1.8,10,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R2,1,WarmS/WarmF,betula,betula_papyrifera,doy311: last leaves fell,13.1,4,1.4,70,9.2,4.8,4.2,70,8.9,3.6,5.4,70,7.8,5,2.5,60,13.6,11.2,19.7,50,17.2,7.4,6.3,40,7.4,7.8,15.6,40,9.1,10.6,19.7,30,0,0.6,2,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R3,1,WarmS/WarmF,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,14,6.7,5.1,50,7.1,14,4.3,50,9.5,2.8,1.6,50,10,2.7,5.2,50,32,17,2,30,26.6,0.6,12.2,30,28.3,25.8,26.5,30,23.2,18.2,12.6,30,14.2,9.2,11,20,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R4,1,WarmS/WarmF,betula,betula_papyrifera,doy311: last leaves fell; doy318: last leaves fell,10.3,4.9,1.2,70,5.1,5.4,5.5,70,4.4,9.4,5.8,70,5.3,8.2,4.2,70,21.4,20,15.3,50,13.3,11.1,23.1,40,14.2,19,15.3,20,8.7,2.4,0.3,5,4.1,5.5,9.6,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R5,1,WarmS/WarmF,betula,betula_papyrifera,doy297: no green leaves; doy304: last leaves fell,8.5,3.4,3,20,3.9,6.1,2.3,20,3.9,3.2,2.9,20,1.9,3.2,2.7,20,9.2,9.4,0.7,20,5.6,9.3,0.5,10,6.4,5.4,3.7,5,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R6,2,WarmS/WarmF,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,12.6,4.1,2.7,50,6.7,7.9,1.2,50,6.1,1.7,4.6,50,3,5.2,2.3,40,19.4,15.5,10,30,11.1,8.7,9.9,10,10.3,13.3,1.6,10,8.6,6.5,5.3,5,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R7,2,WarmS/WarmF,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,7.4,6.5,5.8,90,5.6,4.9,3.9,80,6.2,6.4,2.2,60,4.4,5.2,4,60,13.5,16.4,17.1,60,14.5,9.2,14.5,50,11.3,9.3,10.3,30,5.2,1.1,8.4,10,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R8,2,WarmS/WarmF,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,11.8,5.1,3.8,30,9.5,6.5,5.2,30,2.2,4.9,1.9,30,4.1,3.3,5.7,30,2.1,14.7,9.7,30,15.4,10.5,13.3,20,8.5,7.2,10.6,10,7.5,8.2,9.2,10,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R9,2,WarmS/WarmF,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,16.8,5.2,9.7,60,3.8,5.3,7.5,60,4.1,2.9,5.9,60,3,3.8,4,50,12.8,7.4,10.1,50,11.2,6.7,10.9,50,8.8,7.2,12.8,40,5,5,7.4,10,4.1,5.5,7,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R10,2,WarmS/WarmF,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,5.3,4.3,3.2,60,2.6,3,4.8,60,4,2,2.3,50,4,4.4,2.5,40,12,0.7,10.5,30,10.1,12.3,0.6,20,5.9,15.7,8.7,10,3.8,3.7,10.7,5,,,,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R11,3,WarmS/WarmF,betula,betula_papyrifera,doy318: no green leaves,9.3,8.7,6.7,60,7.3,7.7,2.2,60,5.4,6,5.3,60,4.7,4.6,6.7,60,16.9,19.3,22.5,60,12.9,13.4,22.8,60,8.8,18,8.1,50,9.2,15.7,17.7,50,16.3,8.3,3.9,20,8.3,2.4,26,10,na,na,na,0
Bepa_WarmS/WarmF_B3_R12,3,WarmS/WarmF,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,19.1,8.9,8.6,70,7.5,6.8,2.7,70,14.1,7.3,1.2,50,5,13.3,7.9,50,22.4,32.8,25,50,31.2,14,16.6,50,19.4,26.6,17.4,40,14.8,25,13.7,20,3,3.7,0.4,5,na,na,na,0,na,na,na,0
Bepa_WarmS/WarmF_B3_R13,3,WarmS/WarmF,betula,betula_papyrifera,,7.1,10.5,7.8,60,6.7,6.8,7.8,60,5.9,3.9,7,60,5.4,4.6,3.9,60,16.1,18.5,15.3,60,17.3,14.8,6.7,60,15.8,8.9,10.7,50,12.2,11,19.3,50,5.6,7.4,6,50,10.5,6.8,7.2,40,8.8,4.9,6.4,20
Bepa_WarmS/WarmF_B3_R14,3,WarmS/WarmF,betula,betula_papyrifera,doy318: last leaves fell,16.2,18.9,5.3,70,11.3,2.4,1.6,70,7.9,8.7,8.9,70,8.3,7.8,5.3,50,17.4,22,24.1,50,26.7,26.1,12.9,50,19.1,20.8,18.8,50,16.1,19.5,11.3,40,15.2,18.4,14.2,40,0,13.1,14.5,10,na,na,na,0
Bepa_WarmS/WarmF_B3_R15,3,WarmS/WarmF,betula,betula_papyrifera,doy318: no green leaves,13.7,6.4,5,70,12,1.7,7.7,70,4.5,8.8,4.9,70,8.6,12.6,7.9,70,20.6,25.9,27.6,70,16.3,22.1,27.9,60,23.5,18.6,21.8,60,17.6,24.4,19.6,40,18.4,9.6,13.8,30,4.2,1.7,0.3,5,na,na,na,0
Bepa_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,11.5,5,3.5,95,5.9,7.2,4.4,80,8,4.1,4,80,5,4,1.1,70,18.6,14,12.8,60,11,12,16,50,10.7,10.8,19.6,50,7.3,7.4,7.9,30,0,3.5,3.7,10,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,14.7,13.3,10.6,80,5.7,10.5,10.1,80,4.9,3.8,9.1,80,6.3,5.8,9.3,80,8.9,30.6,26.4,60,25.2,24.1,19,60,25.1,19.8,13.4,50,17,19.2,4,40,2.9,1.1,0,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: last leaves fell,8.1,3.3,1.9,30,6.1,3.8,3.6,30,5.2,2.9,3.3,30,4,1.6,2.8,30,4.8,12.1,4.6,30,14.4,9.6,7.1,20,6.8,8.9,14.2,10,8.4,5.9,8.3,5,2,1.4,1.8,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: last leaves fell,12.4,4.4,6.3,90,5.8,7.7,14.5,90,8.3,4.4,6.2,80,6.5,4.1,1.9,70,21.5,24.6,15.6,60,21.9,10.4,15.6,50,12.4,11.6,9.5,50,16.8,9.4,1.6,40,3.8,0.7,9.9,10,na,na,na,0,,,,
Bepa_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,9.4,7.8,7.9,95,7.7,11,7.8,90,7.1,5.5,6.3,90,6.6,5.5,4.3,90,19.7,19.5,19.6,80,18.9,16.2,12.8,70,15.4,15.5,21.7,50,7.8,14.3,19.3,40,0.3,1.6,3.9,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,7.7,5.4,5.6,80,8.6,7.1,5.5,80,6.7,5.2,10,80,5.7,3.8,7.2,70,19.7,20.2,16.2,70,23,11.9,12.4,60,18,15.3,13.3,60,4.3,19.6,13.1,50,6.9,10.9,1.1,30,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,5.9,7.2,5.7,70,3.7,3.6,5.2,70,1.4,2.6,8,50,7.1,1.9,3.9,50,24.4,3.5,3,40,23.4,4.6,11.8,20,14.5,17.2,17.4,20,8.2,9,7,10,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy304: no green leaves; doy311: last leaves fell,5.8,2.8,3.7,50,6.2,5,1.9,50,3.5,2.9,3.2,50,3.9,1.7,2.8,40,5.2,10.8,9.3,40,8.3,6.7,10,20,2,0.6,5.5,10,2.1,2.2,1,5,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy255: doy248 measurement percent wrong; doy297: last leaves fell,9.8,3.6,4.2,30,5.8,8.6,9.1,80,7.9,6.5,5.4,60,5.5,5.3,4.6,60,22.6,16.6,11.5,50,10.9,13.2,21.1,30,4.1,12.6,10.3,5,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Bepa_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: last leaves fell,7.8,3.9,3.9,70,14.8,11.9,3.7,70,9.1,9,2.5,60,7.2,7.1,2.2,60,25.1,20.7,3.1,50,16.3,21.6,12.3,50,15.3,19,20.8,50,15.8,16.3,14.7,40,2.6,6.6,2.4,10,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,13.8,6.6,6.8,80,10.5,6.2,4.9,80,6.7,5.9,6.7,70,2,11.8,5.1,60,24.3,12,19.4,60,7.9,12.7,14.2,40,27.2,32.1,28.3,30,26.5,25,3.9,20,11.9,5.8,13.2,20,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: last leaves fell,8.4,5.9,4.1,40,10.6,4.5,15.7,40,10.1,4.6,10,40,8.1,8.8,2.3,40,36.8,23.9,20.9,40,27,36.7,2.4,40,31.3,15.1,3.8,20,9.4,29.8,6.8,10,17,10.3,6,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,21.2,17.3,5.3,50,10.8,7.7,4.9,50,3.4,12.4,13.6,50,12.8,3.6,18.3,50,21.3,16.9,23.3,40,30.8,28.2,1.3,20,19.7,21.4,22.8,20,22.6,0.5,26.6,20,4.2,2.9,2.3,5,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,doy311: no green leaves; doy318: last leaves fell,17,9.9,5.6,80,7.7,5.8,4.8,70,13.3,7.6,5,70,6.4,11,3.5,60,30,25.6,14.9,50,28.4,20.1,10.6,30,25.9,18,19.7,30,24.2,18.7,6.9,30,4.3,0.3,2.6,10,na,na,na,0,,,,
Bepa_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,doy290: last leaves fell,20.1,6.4,13.8,20,10.7,9.5,8.3,10,9.4,17.1,6.4,10,12,11.3,5.7,10,30,35.2,31.1,10,17.8,14.6,4.8,5,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0,,,,
Pist_CoolS/CoolF_B1_R1,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R2,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R3,1,CoolS/CoolF,pinus,pinus_strobus,doy290: no green leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R4,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R5,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R6,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R7,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R8,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R9,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R10,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R11,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R12,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R13,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R14,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R15,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R1,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R2,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R3,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R4,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R5,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R6,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R7,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R8,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R9,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R10,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R11,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R12,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R13,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R14,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R15,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R1,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R2,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R3,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R4,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R5,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R6,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R7,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R8,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R9,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R10,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R11,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R12,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R13,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R14,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R15,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R1,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R2,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R3,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R4,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R5,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R6,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R7,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R8,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R9,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R10,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R11,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R12,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R13,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B3_R14,3,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
